Sample Checking,ISIN,Ticker,Quantity,Name,Last ClosePrice,Takara UMD 0408 LCP,Currency,Takara UMD 0408 CCY, Listed Exchange ,Section,Takara Prim Exchange,Market Cap USD,Takara UMD 0408 CUR_MKT_CAP,CUR_MKT_CAP in USD Million, Equity Shares Outstanding Mio ,Takara UMD 0408 EQY_SH_OUT,EQY_SH_OUT IN MIL, vol_260d_cal ,Takara UMD 0416 vol_260d_calc,3M Volume,Takara UMD 0408  VOLUME_AVG_3M,Average Traded Value_3M (USD),Takara UMD 0408  AVG_DAILY_VALUE_TRADED_3M,AVG_DAILY_VALUE_TRADED_3M in USD,HC Formula (%),HC Bucketing (%),HC mcap (%),"HC Max(HCmcap,formula) (%)",Penny stock penalty (if any),Full Equity Financing,Equity Financing up to LP10, Market Value USD , Full Equity Collateral Value USD , Collateral Value USD 
,JP3507750002,3962 JP,"6,100",CHANGE HOLDINGS INC,1250,,JPY,, Tokyo ,Tokyo Prime,,649 Million,,, 72.98 ,,, 46.01 ,,"1,148,302",,"11,146,807",,,21.5%,52.75%,26.5%,52.75%,52.75%,45%,45%," 50,705 "," 22,817 "," 22,817 "
,JP3386560001,3914 JP,"6,500",JIG-SAW INC,4125,,JPY,, Tokyo ,Tokyo Growth,,198 Million,,, 6.75 ,,, 45.54 ,,"55,758",,"1,927,871",,,21.33%,100.%,26.5%,100.%,100.%,0%,0%," 178,298 ", -   , -   
,HK2801040828,2801 HK,"38,000",ISHARES ASIA TRUST - ISH-HKD,17.6,17.38,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,138 Million",,, 511.20 ,,, 26.01 ,,"223,891",,"476,638",,,12.92%,31.75%,21.25%,31.75%,31.75%,65%,65%," 85,508 "," 55,580 "," 55,580 "
,US74347G4165,SDS UP,"2,000",PROSHARES ULTRASHORT S&P500,26.08,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,618 Million,,, 23.71 ,,, 24.21 ,,"1,872,562",,"53,247,600",,,11.96%,52.75%,21.25%,52.75%,52.75%,45%,45%," 52,160 "," 23,472 "," 23,472 "
,AU000000TLG7,TLG AT,"85,000",TALGA GROUP LTD,0.84,,AUD,, ASE ,#N/A Field Not Applicable,AT,206 Million,,, 379.75 ,,, 59.96 ,,"1,022,558",,"499,045",,,27.06%,94.75%,31.75%,94.75%,100.%,0%,0%," 46,518 ", -   , -   
,JP3126400005,6770 JP,"58,000",ALPS ALPINE CO LTD,1130.5,,JPY,, Tokyo ,Tokyo Prime,,"1,807 Million",,, 219.28 ,,, 28.46 ,,"1,800,198",,"14,554,242",,,13.91%,31.75%,21.25%,31.75%,31.75%,65%,65%," 436,022 "," 283,414 "," 283,414 "
,US0382221051,AMAT UW,"1,500",APPLIED MATERIALS INC,200.73,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"166,786 Million",,, 830.90 ,,, 34.55 ,,"2,593,715",,"465,135,616",,,16.62%,21.25%,21.25%,21.25%,21.25%,75%,75%," 301,095 "," 225,821 "," 225,821 "
,HK0000127412,2822 HK,"70,000",CSOP FTSE CHINA A50 ETF-HKD,11.9,11.83,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,081 Million",,, 713.00 ,,, 17.86 ,,"5,196,347",,"7,391,320",,,8.97%,31.75%,21.25%,31.75%,31.75%,65%,65%," 106,501 "," 69,226 "," 69,226 "
,HK0000562667,9809 HK,"10,000",GLOBAL X CHINA CLEAN ENE-USD,10.37,,USD,, Hong Kong ,#N/A Field Not Applicable,HK,78 Million,,, 7.55 ,,, 24.84 ,,"12,519",,"117,631",,,14.53%,100.%,21.25%,100.%,100.%,0%,0%," 103,700 ", -   , -   
,JP3205800000,4452 JP,"5,000",KAO CORP,5704,,JPY,, Tokyo ,Tokyo Prime,,"18,999 Million",,, 465.90 ,,, 19.12 ,,"1,438,997",,"59,383,598",,,9.57%,21.25%,21.25%,21.25%,21.25%,75%,75%," 189,653 "," 142,240 "," 142,240 "
,KYG607441022,2282 HK,"248,000",MGM CHINA HOLDINGS LTD,11.82,13.84,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"5,703 Million",,," 3,802.27 ",,, 41.62 ,,"5,534,850",,"7,947,841",,,19.67%,21.25%,21.25%,21.25%,21.25%,75%,75%," 374,782 "," 281,087 "," 281,087 "
,JP3198900007,4661 JP,"9,000",ORIENTAL LAND CO LTD,4990,,JPY,, Tokyo ,Tokyo Prime,,"65,649 Million",,," 1,818.45 ",,, 23.04 ,,"3,976,343",,"150,531,935",,,11.42%,21.25%,21.25%,21.25%,21.25%,75%,75%," 298,643 "," 223,983 "," 223,983 "
,JP3538800008,6762 JP,"4,000",TDK CORP,7508,,JPY,, Tokyo ,Tokyo Prime,,"20,971 Million",,, 388.77 ,,, 29.56 ,,"1,769,670",,"94,114,232",,,14.4%,21.25%,21.25%,21.25%,21.25%,75%,75%," 199,707 "," 149,781 "," 149,781 "
,KYG981491007,1128 HK,"400,000",WYNN MACAU LTD,6.78,7.32,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"4,481 Million",,," 5,241.03 ",,, 40.02 ,,"9,433,363",,"7,846,310",,,18.99%,31.75%,21.25%,31.75%,31.75%,65%,65%," 346,737 "," 225,379 "," 225,379 "
,KYG9835C1087,9923 HK,"50,000",YEAHKA LTD,12.32,11.3,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,677 Million,,, 443.01 ,,, 44.26 ,,"389,868",,"654,261",,,20.82%,52.75%,21.25%,52.75%,52.75%,45%,45%," 78,757 "," 35,441 "," 35,441 "
,BMG989M12097,767 HK,687,ZHONG JI LONGEVITY SCIENCE G,0.136,0.134,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,8 Million,,, 455.44 ,,, 69.04 ,,"230,237",,"3,884",,,30.46%,100.%,31.75%,100.%,100.%,0%,0%, 12 , -   , -   
,CA0679011084,GOLD UN,"4,612",BARRICK GOLD CORP,15.63,,USD,, New York ,#N/A Field Not Applicable,CT,"27,440 Million",,," 1,755.57 ",,, 29.83 ,,"2,838,563",,"44,791,516",,,14.53%,21.25%,21.25%,21.25%,21.25%,75%,75%," 72,086 "," 54,064 "," 54,064 "
,HK0000711199,3069 HK,"4,000",CHINAAMC HANG SENG HONG -HKD,8.79,7.78,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,68 Million,,, 62.20 ,,, 36.40 ,,"178,863",,"197,506",,,17.43%,100.%,21.25%,100.%,100.%,0%,0%," 4,495 ", -   , -   
,CNE100000312,489 HK,"40,000",DONGFENG MOTOR GRP CO LTD-H,3.73,2.82,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"3,751 Million",,," 2,519.69 ",,, 41.03 ,,"13,370,450",,"5,624,087",,,19.42%,31.75%,21.25%,31.75%,31.75%,65%,65%," 19,076 "," 12,399 "," 12,399 "
,SG1U27933225,FIRT SP,"90,000",FIRST REAL ESTATE INVT TRUST,0.245,,SGD,, Singapore ,#N/A Field Not Applicable,#N/A,370 Million,,," 2,081.50 ",,, 27.12 ,,"1,048,108",,"196,134",,,13.3%,73.75%,21.25%,73.75%,100.%,0%,0%," 16,426 ", -   , -   
,HK0000516697,2820 HK,800,GLOBAL X CHINA BIOTECH-HKD,49.3,45,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,53 Million,,, 8.65 ,,, 29.62 ,,"25,825",,"161,108",,,14.43%,100.%,21.25%,100.%,100.%,0%,0%," 5,043 ", -   , -   
,SG2D18969584,MPACT SP,"20,000",MAPLETREE PAN ASIA COM TRUST,1.26,,SGD,, Singapore ,#N/A Field Not Applicable,#N/A,"4,655 Million",,," 5,252.99 ",,, 23.11 ,,"11,730,140",,"11,958,912",,,11.45%,31.75%,21.25%,31.75%,31.75%,65%,65%," 18,772 "," 12,202 "," 12,202 "
,SG1B51001017,JCNC SP,"2,466",JARDINE CYCLE & CARRIAGE LTD,24.29,,SGD,, Singapore ,#N/A Field Not Applicable,SP,"6,996 Million",,, 395.24 ,,, 20.61 ,,"578,825",,"11,106,733",,,10.28%,21.25%,21.25%,21.25%,21.25%,75%,75%," 44,621 "," 33,466 "," 33,466 "
,KYG2118M1096,2669 HK,"66,667",CHINA OVERSEAS PROPERTY HOLD,6.31,4.18,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"2,503 Million",,," 3,286.86 ",,, 46.65 ,,"7,328,689",,"5,438,593",,,21.77%,31.75%,26.5%,31.75%,31.75%,65%,65%," 53,784 "," 34,959 "," 34,959 "
,KYG2122G1064,1209 HK,307,CHINA RESOURCES MIXC LIFESTY,23.85,26.1,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"6,836 Million",,," 2,282.50 ",,, 42.86 ,,"3,989,859",,"12,010,154",,,20.19%,21.25%,21.25%,21.25%,21.25%,75%,75%, 936 , 702 , 702 
,CNE1000002T6,1055 HK,"350,000",CHINA SOUTHERN AIRLINES CO-H,3.03,2.68,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"12,499 Million",,," 4,644.00 ",,, 33.67 ,,"15,636,060",,"5,990,013",,,16.24%,21.25%,21.25%,21.25%,21.25%,75%,75%," 135,588 "," 101,691 "," 101,691 "
,HK0604011236,604 HK,"210,000",SHENZHEN INVESTMENT LTD,1.01,0.98,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,150 Million",,," 8,898.79 ",,, 32.92 ,,"4,215,545",,"571,824",,,15.9%,31.75%,21.25%,31.75%,31.75%,65%,65%," 27,118 "," 17,626 "," 17,626 "
,HK0440001847,440 HK,"10,000",DAH SING FINANCIAL HOLDINGS,16.48,19.38,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,668 Million,,, 319.58 ,,, 23.46 ,,"241,048",,"489,474",,,11.61%,52.75%,21.25%,52.75%,52.75%,45%,45%," 21,070 "," 9,482 "," 9,482 "
,HK0000709128,2155 HK,"100,000",MORIMATSU INTERNATIONAL HOLD,4.8,4.55,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,710 Million,,," 1,190.09 ",,, 48.67 ,,"1,509,748",,"898,885",,,22.59%,52.75%,26.5%,52.75%,52.75%,45%,45%," 61,369 "," 27,616 "," 27,616 "
,CNE100000X44,3618 HK,"13,412,000",CHONGQING RURAL COMMERCIAL-H,3.25,3.27,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,"6,496 Million",,," 2,513.34 ",,, 20.50 ,,"7,795,595",,"3,086,738",,,14.44%,21.25%,21.25%,21.25%,21.25%,75%,40%," 5,572,972 "," 4,179,729 "," 2,229,189 "
,US22788C1053,CRWD US,61,CROWDSTRIKE HOLDINGS INC - A,321.06,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"77,654 Million",,, 229.38 ,,, 42.85 ,,"3,898,148",,"1,183,523,200",,,20.19%,21.25%,21.25%,21.25%,21.25%,75%,75%," 19,585 "," 14,688 "," 14,688 "
,US5951121038,MU US,342,MICRON TECHNOLOGY INC,93.78,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"103,525 Million",,," 1,103.91 ",,, 35.89 ,,"15,962,262",,"1,398,686,464",,,17.21%,21.25%,21.25%,21.25%,21.25%,75%,75%," 32,073 "," 24,055 "," 24,055 "
,US6821891057,ON UW,392,ON SEMICONDUCTOR,73.82,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"31,545 Million",,, 427.33 ,,, 48.01 ,,"2,857,175",,"221,144,704",,,22.32%,21.25%,26.5%,26.5%,26.5%,70%,70%," 28,937 "," 20,256 "," 20,256 "
,US9778521024,WOLF UN,888,WOLFSPEED INC,25.05,,USD,, New York ,#N/A Field Not Applicable,UN,"3,151 Million",,, 125.80 ,,, 74.41 ,,"1,054,804",,"33,052,204",,,32.4%,31.75%,37.%,37.%,37.%,60%,60%," 22,244 "," 13,347 "," 13,347 "
,US34379V1035,FLNC UQ,"1,000",FLUENCE ENERGY INC,14.15,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"2,528 Million",,, 127.13 ,,, 75.57 ,,"888,188",,"16,711,175",,,32.81%,31.75%,37.%,37.%,37.%,60%,60%," 14,150 "," 8,490 "," 8,490 "
,JP3049130002,2621 JT,"15,000",ISHARES 20+ US TR BD JPY HED,1262,,JPY,, Tokyo ,Tokyo Investment Trust,,"1,101 Million",,, 121.77 ,,, 16.09 ,,"1,542,792",,"14,425,232",,,8.12%,31.75%,21.25%,31.75%,31.75%,65%,65%," 125,881 "," 81,823 "," 81,823 "
,KYG5656D1189,8198 HK,"130,000",CRYPTO FLOW TECHNOLOGY LTD,0.2,0.196,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,14 Million,,, 548.41 ,,, 58.04 ,,"34,300",,909,,,43.42%,100.%,47.5%,100.%,100.%,0%,0%," 3,324 ", -   , -   
,BMG8565U1302,102 HK,"800,000",SUMMIT ASCENT HOLDINGS LTD,0.047,0.047,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,27 Million,,," 4,509.45 ",,, 78.31 ,,"381,148",,"2,339",,,46.64%,100.%,47.5%,100.%,100.%,0%,0%," 4,807 ", -   , -   
,MU0117U00026,GGR SP,"100,000",GOLDEN AGRI-RESOURCES LTD,0.27,,SGD,, Singapore ,#N/A Field Not Applicable,SP,"2,487 Million",,," 12,681.67 ",,, 28.05 ,,"15,475,430",,"3,028,016",,,13.72%,31.75%,21.25%,31.75%,42.25%,55%,55%," 20,113 "," 11,062 "," 11,062 "
,SG1CE4000000,KAGR SP,"262,500",KENCANA AGRI LTD,0.075,,SGD,, Singapore ,#N/A Field Not Applicable,SP,15 Million,,, 287.01 ,,, #N/A N/A ,,"6,197",,374,,,0.%,100.%,21.25%,100.%,100.%,0%,0%," 14,666 ", -   , -   
,JP3122400009,6857 JP,"1,080",ADVANTEST CORP,6686,,JPY,, Tokyo ,Tokyo Prime,,"36,378 Million",,, 766.14 ,,, 50.68 ,,"14,822,610",,"661,618,938",,,23.41%,21.25%,26.5%,26.5%,26.5%,70%,70%," 48,018 "," 33,612 "," 33,612 "
,JP3128660002,7071 JP,"5,000",AMVIS HOLDINGS INC,2438,,JPY,, Tokyo ,Tokyo Prime,,"1,720 Million",,, 98.07 ,,, 44.10 ,,"478,450",,"9,155,076",,,20.71%,31.75%,21.25%,31.75%,31.75%,65%,65%," 81,061 "," 52,690 "," 52,690 "
,JP3924800000,6141 JP,"5,000",DMG MORI CO LTD,4115,,JPY,, Tokyo ,Tokyo Prime,,"3,516 Million",,, 125.95 ,,, 30.92 ,,"1,179,555",,"27,277,793",,,15.02%,31.75%,21.25%,31.75%,31.75%,65%,65%," 136,820 "," 88,933 "," 88,933 "
,SG1CI1000004,MUST SP,"476,000",MANULIFE US REAL ESTATE INV,0.057,,USD,, Singapore ,#N/A Field Not Applicable,#N/A,99 Million,,," 1,776.57 ",,, 105.11 ,,"7,979,135",,"565,485",,,42.49%,100.%,47.5%,100.%,100.%,0%,0%," 27,132 ", -   , -   
,US68389X1054,ORCL US,"2,900",ORACLE CORP,127.8,,USD,, New York ,#N/A Field Not Applicable,UN,"351,260 Million",,," 2,748.51 ",,, 33.23 ,,"9,040,404",,"1,024,818,368",,,16.04%,21.25%,21.25%,21.25%,21.25%,75%,75%," 370,620 "," 277,965 "," 277,965 "
,FR0000121972,SU FP,"1,200",SCHNEIDER ELECTRIC SE,214.7,,EUR,, EN Paris ,#N/A Field Not Applicable,FP,"128,918 Million",,, 572.84 ,,, 23.13 ,,"694,189",,"139,525,988",,,11.46%,21.25%,21.25%,21.25%,21.25%,75%,75%," 279,527 "," 209,645 "," 209,645 "
,US5801351017,MCD US,20,MCDONALD'S CORP,278.58,,USD,, New York ,#N/A Field Not Applicable,UN,"201,149 Million",,, 722.05 ,,, 14.29 ,,"3,035,347",,"884,747,904",,,7.24%,21.25%,21.25%,21.25%,21.25%,75%,75%," 5,572 "," 4,179 "," 4,179 "
,US94106L1098,WM US,284,WASTE MANAGEMENT INC,211.67,,USD,, New York ,#N/A Field Not Applicable,UN,"85,006 Million",,, 401.60 ,,, 15.86 ,,"1,600,410",,"308,461,120",,,8.01%,21.25%,21.25%,21.25%,21.25%,75%,75%," 60,114 "," 45,086 "," 45,086 "
,US81369Y2090,XLV US,440,HEALTH CARE SELECT SECTOR,144.82,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"40,682 Million",,, 280.92 ,,, 11.07 ,,"8,137,492",,"1,156,120,320",,,5.66%,21.25%,21.25%,21.25%,21.25%,75%,75%," 63,721 "," 47,791 "," 47,791 "
,US29355A1079,ENPH US,"1,895",ENPHASE ENERGY INC,111.19,,USD,, NASDAQ GM ,#N/A Field Not Applicable,UQ,"15,095 Million",,, 135.76 ,,, 65.47 ,,"4,479,781",,"534,627,712",,,29.15%,21.25%,31.75%,31.75%,31.75%,65%,65%," 210,705 "," 136,958 "," 136,958 "
,JP3119600009,2802 JP,"2,521",AJINOMOTO CO INC,5468,,JPY,, Tokyo ,Tokyo Prime,,"20,919 Million",,, 521.43 ,,, 28.90 ,,"1,902,343",,"77,438,465",,,14.11%,21.25%,21.25%,21.25%,21.25%,75%,75%," 91,667 "," 68,750 "," 68,750 "
,US0116591092,ALK US,"5,000",ALASKA AIR GROUP INC,38.21,,USD,, New York ,#N/A Field Not Applicable,UN,"4,816 Million",,, 126.05 ,,, 36.12 ,,"2,537,492",,"95,072,152",,,17.31%,31.75%,21.25%,31.75%,31.75%,65%,65%," 191,050 "," 124,183 "," 124,183 "
,US00214Q4010,ARKW US,"3,285",ARK NEXT GENERATION INTERNET,80.2,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"1,692 Million",,, 21.10 ,,, 34.84 ,,"283,652",,"21,182,044",,,16.75%,31.75%,21.25%,31.75%,31.75%,65%,65%," 263,457 "," 171,247 "," 171,247 "
,US09062X1037,BIIB US,"1,528",BIOGEN INC,219.4,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"31,892 Million",,, 145.36 ,,, 23.26 ,,"1,129,927",,"267,159,488",,,11.52%,21.25%,21.25%,21.25%,21.25%,75%,75%," 335,243 "," 251,432 "," 251,432 "
,US1462291097,CRI US,"6,633",CARTER'S INC,84.31,,USD,, New York ,#N/A Field Not Applicable,UN,"3,076 Million",,, 36.48 ,,, 27.47 ,,"713,643",,"56,571,460",,,13.46%,31.75%,21.25%,31.75%,31.75%,65%,65%," 559,228 "," 363,498 "," 363,498 "
,CNE100000536,2866 HK,"1,465,910",COSCO SHIPPING DEVELOPMENT-H,0.8,0.79,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,"3,634 Million",,," 3,676.00 ",,, 26.65 ,,"5,810,605",,"590,445",,,13.49%,31.75%,21.25%,31.75%,31.75%,65%,65%," 149,936 "," 97,459 "," 97,459 "
,JP3160400002,4523 JP,"3,096",EISAI CO LTD,6447,,JPY,, Tokyo ,Tokyo Prime,,"13,487 Million",,, 296.57 ,,, 28.75 ,,"1,543,347",,"74,523,888",,,14.04%,21.25%,21.25%,21.25%,21.25%,75%,75%," 132,730 "," 99,547 "," 99,547 "
,US3755581036,GILD US,638,GILEAD SCIENCES INC,73.26,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"91,265 Million",,," 1,245.78 ",,, 22.65 ,,"7,204,522",,"557,761,152",,,11.23%,21.25%,21.25%,21.25%,21.25%,75%,75%," 46,740 "," 35,055 "," 35,055 "
,US3896371099,GBTC UP,"4,050",GRAYSCALE BITCOIN TRUST BTC,59.58,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"24,624 Million",,, 413.29 ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,21.25%,75%,0%," 241,299 "," 180,974 ", -   
,JP3183200009,8697 JP,"8,633",JAPAN EXCHANGE GROUP INC,3999,,JPY,, Tokyo ,Tokyo Prime,,"15,250 Million",,, 522.29 ,,, 23.50 ,,"1,740,095",,"43,594,985",,,11.63%,21.25%,21.25%,21.25%,21.25%,75%,75%," 229,574 "," 172,181 "," 172,181 "
,US71654V4086,PBR US,"11,888",PETROLEO BRASILEIRO-SPON ADR,14.59,,USD,, New York ,#N/A Field Not Applicable,#N/A,"94,655 Million",,," 3,721.23 ",,, 36.91 ,,"17,708,240",,"287,218,272",,,17.65%,21.25%,21.25%,21.25%,21.25%,75%,75%," 173,446 "," 130,084 "," 130,084 "
,KYG7170M1033,9992 HK,"60,024",POP MART INTERNATIONAL GROUP,23.4,29.4,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,"3,953 Million",,," 1,342.94 ",,, 50.10 ,,"4,035,500",,"10,140,704",,,23.18%,31.75%,26.5%,31.75%,31.75%,65%,65%," 179,577 "," 116,725 "," 116,725 "
,US7443201022,PRU US,"5,402",PRUDENTIAL FINANCIAL INC,113.08,,USD,, New York ,#N/A Field Not Applicable,UN,"40,596 Million",,, 359.00 ,,, 24.89 ,,"1,592,102",,"169,371,072",,,12.28%,21.25%,21.25%,21.25%,21.25%,75%,75%," 610,858 "," 458,144 "," 458,144 "
,US75886F1075,REGN US,119,REGENERON PHARMACEUTICALS,959.92,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"105,363 Million",,, 107.94 ,,, 22.25 ,,"537,309",,"500,225,280",,,11.05%,21.25%,21.25%,21.25%,21.25%,75%,75%," 114,230 "," 85,673 "," 85,673 "
,US7739031091,ROK US,"1,230",ROCKWELL AUTOMATION INC,278.17,,USD,, New York ,#N/A Field Not Applicable,UN,"31,876 Million",,, 114.59 ,,, 33.19 ,,"969,931",,"274,449,824",,,16.03%,21.25%,21.25%,21.25%,21.25%,75%,75%," 342,149 "," 256,612 "," 256,612 "
,US8305661055,SKX US,"6,842",SKECHERS USA INC-CL A,60.18,,USD,, New York ,#N/A Field Not Applicable,#N/A,"9,224 Million",,, 133.09 ,,, 30.04 ,,"1,628,979",,"99,127,152",,,14.62%,21.25%,21.25%,21.25%,21.25%,75%,75%," 411,752 "," 308,814 "," 308,814 "
,US8356993076,SONY US,"1,210",SONY GROUP CORP - SP ADR,89.03,,USD,, New York ,#N/A Field Not Applicable,#N/A,"112,287 Million",,," 1,261.23 ",,, 25.04 ,,"835,920",,"77,072,144",,,12.35%,21.25%,21.25%,21.25%,21.25%,75%,75%," 107,726 "," 80,795 "," 80,795 "
,US84265V1052,SCCO UN,"2,541",SOUTHERN COPPER CORP,102.6,,USD,, New York ,#N/A Field Not Applicable,UN,"79,321 Million",,, 773.11 ,,, 36.22 ,,"292,732",,"24,999,354",,,17.35%,21.25%,21.25%,21.25%,21.25%,75%,75%," 260,707 "," 195,530 "," 195,530 "
,US8574771031,STT US,"3,288",STATE STREET CORP,72.49,,USD,, New York ,#N/A Field Not Applicable,UN,"21,888 Million",,, 301.94 ,,, 30.31 ,,"2,122,168",,"157,774,064",,,14.75%,21.25%,21.25%,21.25%,21.25%,75%,75%," 238,347 "," 178,760 "," 178,760 "
,US9024941034,TSN US,"1,886",TYSON FOODS INC-CL A,56.09,,USD,, New York ,#N/A Field Not Applicable,UN,"19,988 Million",,, 286.34 ,,, 29.04 ,,"3,007,370",,"163,307,264",,,14.17%,21.25%,21.25%,21.25%,21.25%,75%,75%," 105,786 "," 79,339 "," 79,339 "
,US9078181081,UNP US,"1,575",UNION PACIFIC CORP,244.36,,USD,, New York ,#N/A Field Not Applicable,UN,"149,005 Million",,, 609.78 ,,, 19.76 ,,"2,297,819",,"564,153,728",,,9.88%,21.25%,21.25%,21.25%,21.25%,75%,75%," 384,867 "," 288,650 "," 288,650 "
,CA1363851017,CNQ US,500,CANADIAN NATURAL RESOURCES,73.41,,USD,, New York ,#N/A Field Not Applicable,CT,"78,611 Million",,," 1,070.85 ",,, 30.31 ,,"3,061,634",,"200,805,376",,,14.75%,21.25%,21.25%,21.25%,21.25%,75%,75%," 36,705 "," 27,529 "," 27,529 "
,JP3548600000,6146 JP,150,DISCO CORP,50890,,JPY,, Tokyo ,Tokyo Prime,,"40,095 Million",,, 108.36 ,,, 42.73 ,,"1,810,880",,"566,024,571",,,20.14%,21.25%,21.25%,21.25%,21.25%,75%,75%," 50,761 "," 38,071 "," 38,071 "
,SG1D25001158,HPAR SP,"15,000",HAW PAR CORP LTD,9.57,,SGD,, Singapore ,#N/A Field Not Applicable,SP,"1,535 Million",,, 221.37 ,,, 12.93 ,,"65,573",,"460,985",,,6.74%,31.75%,21.25%,31.75%,31.75%,65%,65%," 106,935 "," 69,508 "," 69,508 "
,JP3494600004,7735 JP,500,SCREEN HOLDINGS CO LTD,18340,,JPY,, Tokyo ,Tokyo Prime,,"13,440 Million",,, 101.59 ,,, 40.41 ,,"3,708,923",,"450,277,247",,,19.16%,21.25%,21.25%,21.25%,21.25%,75%,75%," 60,979 "," 45,734 "," 45,734 "
,US92534K1079,VTNR US,"2,000",VERTEX ENERGY INC,1.16,,USD,, NASDAQ CM ,#N/A Field Not Applicable,UR,108 Million,,, 93.51 ,,, 88.17 ,,"2,990,342",,"5,856,235",,,37.12%,100.%,42.25%,100.%,100.%,0%,0%," 2,320 ", -   , -   
,HK0000629656,7233 HK,"3,600",CSOP CSI 300  INDEX  DAILY-H,3.578,3.474,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,30 Million,,, 66.80 ,,, 33.01 ,,"1,474,461",,"591,516",,,15.95%,100.%,21.25%,100.%,100.%,0%,0%," 1,647 ", -   , -   
,CNE1000003D8,1071 HK,"60,000",HUADIAN POWER INTL CORP-H,4.36,4.11,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,"8,672 Million",,," 1,717.23 ",,, 37.35 ,,"16,514,290",,"7,892,042",,,17.84%,21.25%,21.25%,21.25%,21.25%,75%,75%," 33,446 "," 25,085 "," 25,085 "
,US78467X1090,DIA US,300,SPDR DJIA TRUST,387.73,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"33,846 Million",,, 87.29 ,,, 10.59 ,,"3,634,256",,"1,387,456,512",,,5.42%,21.25%,21.25%,21.25%,21.25%,75%,75%," 116,319 "," 87,239 "," 87,239 "
,US78463V1070,GLD US,447,SPDR GOLD SHARES,200.03,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"57,869 Million",,, 289.30 ,,, 12.89 ,,"6,493,002",,"1,240,688,000",,,6.56%,21.25%,21.25%,21.25%,21.25%,75%,75%," 89,413 "," 67,060 "," 67,060 "
,US88034P1093,TME US,"16,180",TENCENT MUSIC ENTERTAINM-ADR,10.38,,USD,, New York ,#N/A Field Not Applicable,#N/A,"17,813 Million",,, 883.60 ,,, 46.76 ,,"8,644,840",,"81,646,360",,,21.81%,21.25%,26.5%,26.5%,26.5%,70%,70%," 167,948 "," 117,564 "," 117,564 "
,US88166A5083,WEAT US,"6,600",TEUCRIUM WHEAT FUND,5.22,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,154 Million,,, 29.43 ,,, 29.47 ,,"569,765",,"3,170,549",,,14.37%,100.%,21.25%,100.%,100.%,0%,0%," 34,452 ", -   , -   
,US9219088443,VIG US,430,VANGUARD DIVIDEND APPREC ETF,179.52,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"79,149 Million",,, 440.89 ,,, 10.34 ,,"1,192,351",,"206,424,576",,,5.3%,21.25%,21.25%,21.25%,21.25%,75%,75%," 77,194 "," 57,895 "," 57,895 "
,US9229087690,VTI US,508,VANGUARD TOTAL STOCK MKT ETF,255,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"382,291 Million",,," 1,499.18 ",,, 12.84 ,,"3,457,577",,"842,735,168",,,6.53%,21.25%,21.25%,21.25%,21.25%,75%,75%," 129,540 "," 97,155 "," 97,155 "
